ATS,Location Code,Location Name,Latitude,Longitude,ATS System Code,BEDS Number,Managed By Name,Location Type Description,Location Category Description,Grades,Grades Final,Open Date,Status Description,Building Code,Primary Address,City,State Code,Zip,Borough Block Lot,Census Tract,Community District,Council District,NTA,NTA_Name,Principal Name,Principal Title,Principal Phone Number,Fax Number,Geographical District Code,Administrative District Code,Administrative District Location Code,Administrative District Name,Community School Sup Name,HighSchool Network Location Code,HighSchool Network Name,HighSchool Network Superintendent,HighSchool Network Superintendent Email,BCO Location Code,in_LCGMS,geometry,BAP Rating,Accessibility Description,BAP Full URL,accessibility_match_status
11X357,X357,Young Voices Academy of the Bronx,40.854423,-73.863733,11X357,321100010357.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2013,Open,X292,800 LYDIG AVENUE,BRONX,NY,10462.0,2042930031.0,22800.0,211.0,13.0,BX49,Pelham Parkway,Nadia Cruz-Perez,Principal,718-794-4080,718-798-4089,11.0,11.0,X10C,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",,,,,XFSC,True,POINT (-8222473.1457 4990892.7447),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EdgoAfoHmzhLo-8GGUNNT40BVqD0ZBYIkad2LeCTmrxVVw,Complete (Current)
07X359,X359,"Leaders of Excellence, Advocacy and Discovery",40.816974,-73.912039,07X359,320700010359.0,DOE,General Academic,K-8,"PK,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 2013,Open,X487,639 St Anns Avenue,Bronx,NY,10455.0,2023590100.0,71.0,201.0,,BX34,Melrose South-Mott Haven North,Alexa Sorden,Principal,718-402-7503,718-402-7509,7.0,7.0,X807,COMMUNITY SCHOOL DISTRICT 07,ROBERTO PADILLA,,,,,XFSC,True,POINT (-8227850.545 4985382.737999998),,,,No Match
10X360,X360,P.S. 360,40.874717,-73.902214,10X360,321000010360.0,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1999,Open,X360,2880 KINGSBRIDGE TERRACE,BRONX,NY,10463.0,2032530341.0,27300.0,208.0,14.0,BX28,Van Cortlandt Village,Susan Rivera,Principal,718-548-1511,718-548-1536,10.0,10.0,X810,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,,,,,XFSC,True,POINT (-8226756.831 4993879.9755000025),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EfK83fDrmI5Al4sd9VzH5kABdFqQUfJTIMgv7fFy3j9W9Q,Complete (Current)
09X361,X361,The Highbridge Green School,40.838232,-73.927892,09X361,320900010361.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2013,Open,X285,200 West 167 Street,Bronx,NY,10452.0,2025270032.0,19300.0,204.0,16.0,BX26,Highbridge,Kyle Brillante,Principal,718-410-5770,718-410-5779,9.0,9.0,X809,COMMUNITY SCHOOL DISTRICT 09,HARRY SHERMAN,,,,,XFSC,True,POINT (-8229615.2929 4988510.122400001),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EWPqQb6Aw7hNulLpWhFWhdkBL5AhGfrd6YTzJc64KfNFEA,Complete (Current)
84X362,X362,Icahn Charter School 7,40.822522,-73.877274,84X362,320800861030.0,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",Jul 1 2013,Open,X093,1535 STORY AVENUE,BRONX,NY,10473.0,2036520001.0,2800.0,209.0,17.0,BX09,Soundview-Castle Hill-Clason Point-Harding Park,Naudia Bethany,Principal,718-328-5480,718-328-5483,8.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8223980.5229 4986198.839000002),N/A,No Accessibility,TBD,Complete (Raw Backup)
10X363,X363,Academy For Personal Leadership And Excellence,40.859496,-73.90049,10X363,321000010363.0,DOE,General Academic,K-8,"0K,01,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul 1 2010,Open,X115,120 EAST 184 STREET,BRONX,NY,10468.0,2031720046.0,23703.0,205.0,14.0,BX40,Fordham South,Angelo Ledda,Principal,718-220-3139,718-220-6018,10.0,10.0,X810,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,,,,,XFSC,True,POINT (-8226564.916200001 4991639.392999999),3.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EYVAkKVH1ulCv6xcilCiPvUBFOHgLyHfhV8W2NdiAuvbHw,Complete (Current)
84X364,X364,South Bronx Classical Charter School II,40.808194,-73.925459,84X364,320700861035.0,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05",Jul 1 2013,Open,X154,333 EAST 135 STREET,BRONX,NY,10454.0,2022980001.0,2300.0,201.0,8.0,BX39,Mott Haven-Port Morris,Leena Gyftopoulos/Lester Long,Principal,718-292-9526,718-292-9529,7.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8229344.452500001 4984091.355099998),3.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/ETEQCsXpH7RLp6yCo5Lh6tkBPT_7bub4E6KyZkmVhhKJSw,Complete (Current)
09X365,X365,Academy for Language and Technology,40.849416,-73.915217,09X365,320900011365.0,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",Jul 1 2007,Open,X082,1700 MACOMBS ROAD,BRONX,NY,10453.0,2028660070.0,21502.0,205.0,14.0,BX36,University Heights-Morris Heights,Jose Vinales,Principal,718-731-0219,718-731-2031,9.0,9.0,HS09,,,HS09,HS Network 09 Superintendent Office,Carl Manalo,CManalo@schools.nyc.gov,XFSC,True,POINT (-8228204.318299999 4990155.866400003),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EaVaQN88XE1KlxXGoHrOABwBfTrIZKX4SNtHu_rQR79vsw,Complete (Current)
08X367,X367,"Archimedes Academy for Math, Science and Technolog",40.815043,-73.85607,08X367,320800011367.0,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2007,Open,X174,456 White Plains Road,Bronx,NY,10473.0,2034780018.0,400.0,209.0,18.0,BX09,Soundview-Castle Hill-Clason Point-Harding Park,Audrey Connolly,Principal,718-617-5046,718-617-7395,8.0,8.0,X808,COMMUNITY SCHOOL DISTRICT 08,JENNIFER JOYNT,,,,,XFSC,True,POINT (-8221620.1044 4985098.707400002),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EW6GVOFJnqlNleGT_TJzJGMBqJtHtBXxPfOo4yDbUu6miQ,Complete (Current)
10X368,X368,In-Tech Academy (M.S. / High School 368),40.877935,-73.913694,10X368,321000010368.0,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2004,Open,X368,2975 TIBBETT AVENUE,BRONX,NY,10463.0,2057160725.0,29302.0,208.0,11.0,BX29,Spuyten Duyvil-Kingsbridge,David Weissberg,Principal,718-432-4300,718-432-4310,10.0,10.0,X810,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,,,,,XFSC,True,POINT (-8228034.7787 4994353.741899997),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EQOH641De-lNjsVJ07eE9l4BT8bpanVsVvSmtBqorsoIcg,Complete (Current)
07X369,X369,Young Leaders Elementary School,40.80908,-73.919773,07X369,320700010369.0,DOE,General Academic,Elementary,"PK,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2008,Open,X040,468 EAST 140 STREET,BRONX,NY,10454.0,2022840034.0,3900.0,201.0,8.0,BX39,Mott Haven-Port Morris,Jaleelah Cooke,Principal,718-292-7391,718-292-8535,7.0,7.0,X807,COMMUNITY SCHOOL DISTRICT 07,ROBERTO PADILLA,,,,,XFSC,True,POINT (-8228711.4899 4984221.662299998),1.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/ETJ6jCi8yj5Fsmp8lsK6EOsBiRlCjpFrswFUYQfWjWEiiQ,Complete (Current)
11X370,X370,Leaders of Tomorrow,40.880649,-73.860126,11X370,321100010370.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2007,Open,X113,3710 BARNES AVENUE,BRONX,NY,10467.0,2046750020.0,39000.0,212.0,12.0,BX44,Williamsbridge-Olinville,Joseph Biernat,Principal,718-994-1028,718-345-3327,11.0,11.0,X10C,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",,,,,XFSC,True,POINT (-8222071.6162 4994753.325400002),5.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EfhCZrR1meNDvXoYkWAcV-UBQ9Ufa0ULyStjyVTNElmCpg,Complete (Current)
08X371,X371,Urban Institute of Mathematics,40.826794,-73.818083,08X371,320800010371.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2007,Open,X192,650 HOLLYWOOD AVENUE,BRONX,NY,10465.0,2054380001.0,15800.0,210.0,13.0,BX52,Schuylerville-Throgs Neck-Edgewater Park,Joshua Partridge,Principal,718-823-6042,718-823-6347,8.0,8.0,X808,COMMUNITY SCHOOL DISTRICT 08,JENNIFER JOYNT,,,,,XFSC,True,POINT (-8217391.4109000005 4986827.289099999),8.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EUUfE8-dq3ZCm-b5qjW28IQByV-yZA_QiiSL0TSTtls7lA,Complete (Current)
10X374,X374,Knowledge and Power Preparatory Academy Internatio,40.859466,-73.888625,10X374,321000011374.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2007,Open,X435,500 EAST FORDHAM ROAD,BRONX,NY,10458.0,2030590001.0,38700.0,206.0,15.0,BX06,Belmont,Katheryn Fierman,Principal,718-933-1247,718-933-1568,10.0,10.0,HS07,,,HS07,HS Network 07 Superintendent Office,NOAH ANGELES,NAngeles2@schools.nyc.gov,XFSC,True,POINT (-8225244.110400001 4991634.977399997),8.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/Eeued8N6ZFlIvSxifuIOregBnKinbTIRC34Lcv31NJkpfw,Complete (Current)
08X375,X375,The Bronx Mathematics Preparatory School,40.815043,-73.85607,08X375,320800010375.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2007,Open,X174,456 White Plains Road,Bronx,NY,10473.0,2034780018.0,400.0,209.0,18.0,BX09,Soundview-Castle Hill-Clason Point-Harding Park,Dyon Rozier,Principal,718-542-5063,718-542-5236,8.0,8.0,X808,COMMUNITY SCHOOL DISTRICT 08,JENNIFER JOYNT,,,,,XFSC,True,POINT (-8221620.1044 4985098.707400002),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EW6GVOFJnqlNleGT_TJzJGMBqJtHtBXxPfOo4yDbUu6miQ,Complete (Current)
08X376,X376,Antonia Pantoja Preparatory Academy: A College Boa,40.821218,-73.85593,08X376,320800011376.0,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2007,Open,X450,1980 Lafayette Avenue,Bronx,NY,10473.0,2036040039.0,1600.0,209.0,18.0,BX09,Soundview-Castle Hill-Clason Point-Harding Park,MICHAEL MERCANTI ANTHON,Principal,718-824-3152,718-824-3543,8.0,8.0,HS02,,,HS02,HS Network 02 Superintendent Office,"DEANS, MARCEL",MDeans@schools.nyc.gov,XFSC,True,POINT (-8221604.5197 4986007.0167),8.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EcnfaZ-JOBpGvfT-LfHqxYAByuVJgx6VBslEutmGDJfteQ,Complete (Current)
08X377,X377,Bronx Community High School,40.821218,-73.85593,08X377,320800011377.0,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",Jul 1 2007,Open,X450,1980 Lafayette Avenue,Bronx,NY,10473.0,2036040039.0,1600.0,209.0,18.0,BX09,Soundview-Castle Hill-Clason Point-Harding Park,Joel Heckethorn,Principal,718-892-1026,718-892-6941,8.0,8.0,HS10,,,HS10,HS Network 10 Superintendent Office,JOHN SULLIVAN,JSulliv3@schools.nyc.gov,ACES,True,POINT (-8221604.5197 4986007.0167),8.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EcnfaZ-JOBpGvfT-LfHqxYAByuVJgx6VBslEutmGDJfteQ,Complete (Current)
84X378,X378,Icahn Charter School 2,40.845023,-73.857989,84X378,321100860909.0,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",Jul 1 2007,Open,X498,1640 BRONXDALE AVE,BRONX,NY,10462.0,2040910001.0,24400.0,211.0,13.0,BX37,Van Nest-Morris Park-Westchester Square,Brenda Carrasquillo,Principal,718-828-6107,718-828-7308,11.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8221833.726500001 4989509.3961),10.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EdYpHLi3cGJArHrFRuRMyRcB7Y2fS0qKHbQhIik1GfU1_Q,Complete (Current)
07X379,X379,Jill Chaifetz Transfer High School,40.818703,-73.905389,07X379,320700011379.0,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2007,Open,X184,778 Forest Avenue,Bronx,NY,10456.0,2026550030.0,7700.0,201.0,17.0,BX34,Melrose South-Mott Haven North,Jessy Simon,Principal,718-402-2429,718-402-3120,7.0,7.0,HS10,,,HS10,HS Network 10 Superintendent Office,JOHN SULLIVAN,JSulliv3@schools.nyc.gov,ACES,True,POINT (-8227110.270400001 4985637.063500002),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/ERhUZBs1yFRDqhUMJZN157oBM2qaKqIKjTArIBtfrTGb8A,Complete (Current)
84X380,X380,Success Academy Charter School - Bronx 3,40.827438,-73.914067,84X380,320800861044.0,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","0K,01,02,03,04,05",Jul 1 2013,Open,X145,1000 TELLER AVENUE,BRONX,NY,10456.0,2024240001.0,17300.0,204.0,16.0,BX14,East Concourse-Concourse Village,Katherine Huntington/Sabine Moore,Principal,646-790-2145,914-462-3363,9.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8228076.300899999 4986922.0309000015),N/A,No Accessibility,TBD,Complete (Raw Backup)
07X381,X381,Bronx Haven High School,40.818645,-73.919949,07X381,320700011381.0,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2008,Open,X600,333 EAST 151 STREET,BRONX,NY,10451.0,2024110022.0,6700.0,201.0,17.0,BX34,Melrose South-Mott Haven North,JAZMIN RIVERA POLANCO,Principal,718-292-3638,718-292-6065,7.0,7.0,HS10,,,HS10,HS Network 10 Superintendent Office,JOHN SULLIVAN,JSulliv3@schools.nyc.gov,ACES,True,POINT (-8228731.0821 4985628.531999998),3.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EXwnomyqQZNDuD-CBS1FuF8BEW1sG8jRqNasXCgjmKz1jw,Complete (Current)
12X383,X383,Emolior Academy,40.839297,-73.879931,12X383,321200010383.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2008,Open,X167,1970 WEST FARMS ROAD,BRONX,NY,10460.0,2030210038.0,6000.0,206.0,17.0,BX75,Crotona Park East,Michael Abbey,Principal,718-842-2670,718-842-2857,12.0,12.0,X812,COMMUNITY SCHOOL DISTRICT 12,"ROSADO, JACQUELINE",,,,,XFSC,True,POINT (-8224276.298800001 4988666.827),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/ETXD6mZPo9dIqm4VTxJI-TwBDJEJv2oEwSBxmxUQa-y3ew,Complete (Current)
10X386,X386,School for Environmental Citizenship,40.855337,-73.903139,10X386,321000010386.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2008,Open,X079,125 EAST 181 STREET,BRONX,NY,10453.0,2031700001.0,23704.0,205.0,14.0,BX40,Fordham South,Lynnann Fox,Principal,718-563-3292,718-563-3453,10.0,10.0,X810,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,,,,,XFSC,True,POINT (-8226859.8015 4991027.263800003),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EV7Xwj13kJhKoAW2_rbhy08B29kbTarRmC8s8Q_qeYNoug,Complete (Current)
84X387,X387,Brilla College Preparatory Charter School,40.812804,-73.919316,84X387,320700861014.0,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,09,10,11,12","0K,01,02,03,04,05",Jul 1 2013,Open,XAEJ,413 EAST 144 STREET,BRONX,NY,10454.0,2022890075.0,4300.0,201.0,8.0,BX39,Mott Haven-Port Morris,Yeime Valle/Denise Mccrummen,Principal,347-273-8439,917-591-6594,7.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8228660.616900001 4984769.383400001),,,,No Match
12X388,X388,Pan American International High School at Monroe,40.832508,-73.878191,12X388,321200011388.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2008,Open,X420,1300 BOYNTON AVENUE,BRONX,NY,10472.0,2038640001.0,5600.0,209.0,18.0,BX08,West Farms-Bronx River,Mary Pollack,Principal,718-991-7238,718-991-7872,12.0,12.0,HS12,,,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",ACheng3@schools.nyc.gov,ACES,True,POINT (-8224082.6028 4987667.933799997),7.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EZuVEmE3jApBqd5AHJiDmyABh27uHCkL_bK3FcHWnYVubg,Complete (Current)
84X389,X389,Bronx Global Learning Institute for Girls Charter,40.823014,-73.922527,84X389,320700860915.0,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",Jul 1 2008,Open,X156,750 CONCOURSE VILLAGE WEST,BRONX,NY,10451.0,2024430079.0,6100.0,204.0,17.0,BX14,East Concourse-Concourse Village,Kevin Morris/Raven Obas,Principal,718-993-1740,718-993-1965,7.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8229018.0638 4986271.214599997),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EdUiihksNBRLq00zSsALy34BWhshrcAeY6VhYFOpXJsdoQ,Complete (Current)
10X390,X390,M.S. 390,40.854335,-73.913016,10X390,321000010390.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","05,06,07,08",Jul 1 1999,Open,X026,1930 ANDREWS AVENUE,BRONX,NY,10453.0,2032160002.0,24502.0,205.0,14.0,BX36,University Heights-Morris Heights,ANDREA VARONA VARGAS,Principal,718-583-5501,718-583-5556,10.0,10.0,X810,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,,,,,XFSC,True,POINT (-8227959.304099999 4990879.793300003),N/A,No Accessibility,TBD,Complete (Raw Backup)
10X391,X391,The Angelo Patri Middle School,40.854257,-73.897404,10X391,321000010391.0,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1999,Open,X137,2190 Folin Street,Bronx,NY,10457.0,2031430043.0,37900.0,205.0,15.0,BX41,Mount Hope,ANGEL ORTEGA,Principal,718-584-1295,718-584-1358,10.0,10.0,X810,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,,,,,XFSC,True,POINT (-8226221.384199999 4990868.313699998),4.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EUelwVdNzl1CmLPXmtyuQnYB3BLbjq243IPOu79ltFsHkw,Complete (Current)
08X392,X392,Bronx Delta School,40.826794,-73.818083,08X392,320800010392.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2014,Open,X192,650 HOLLYWOOD AVENUE,BRONX,NY,10465.0,2054380001.0,15800.0,210.0,13.0,BX52,Schuylerville-Throgs Neck-Edgewater Park,Maria Rogalle,Principal,718-319-7147,718-319-2450,8.0,8.0,X808,COMMUNITY SCHOOL DISTRICT 08,JENNIFER JOYNT,,,,,XFSC,True,POINT (-8217391.4109000005 4986827.289099999),8.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EUUfE8-dq3ZCm-b5qjW28IQByV-yZA_QiiSL0TSTtls7lA,Complete (Current)
84X393,X393,University Prep Charter High School,40.814857,-73.912038,84X393,320700860920.0,Charter,General Academic,High school,"09,10,11,12","09,10,11,12",Jul 1 2008,Open,X162,600 Saint Ann's Avenue,Bronx,NY,10455.0,2026160001.0,7300.0,201.0,17.0,BX34,Melrose South-Mott Haven North,Andrea D'amato/Andrew Ayers,Principal,718-585-0560,718-585-0563,7.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8227850.433700001 4985071.349100001),7.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/ETcsVfGfUVlCs-WZKQyMmzcBSvwvAjkFl9O9XT_Wy5umsg,Complete (Current)
84X394,X394,Mott Haven Charter School,40.806389,-73.92115,84X394,320700860925.0,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul 1 2008,Open,XASK,170 BROWN PLACE,BRONX,NY,10454.0,0.0,2500.0,201.0,8.0,BX39,Mott Haven-Port Morris,Jessica Nauiokas/Michael Windram,Principal,718-292-7015,718-292-7823,7.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8228864.776900001 4983825.892700002),,,,No Match
84X395,X395,"NYC Charter High School for Architecture, Engineer",40.821682,-73.910421,84X395,320700860926.0,Charter,General Academic,High school,"06,09,10,11,12","09,10,11,12",Jul 1 2008,Open,XAEU,838 BROOK AVENUE,BRONX,NY,10451.0,2023600080.0,7100.0,201.0,17.0,BX34,Melrose South-Mott Haven North,Colin Healy,Principal,646-400-5566,718-585-4780,7.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8227670.43 4986075.272100002),,,,No Match
10X396,X396,P.S. 396,40.854335,-73.913016,10X396,321000010396.0,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04",Jul 1 1999,Open,X026,1930 ANDREWS AVENUE,BRONX,NY,10453.0,2032160002.0,24502.0,205.0,14.0,BX36,University Heights-Morris Heights,Nicole Tine,Principal,718-294-0862,718-583-5556,10.0,10.0,X810,COMMUNITY SCHOOL DISTRICT 10,Roberto Hernandez,,,,,XFSC,True,POINT (-8227959.304099999 4990879.793300003),N/A,No Accessibility,TBD,Complete (Raw Backup)
10X397,X397,English Language Learners and International Suppor,40.877379,-73.912686,10X397,321000011397.0,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",Jul 1 2008,Open,X475,99 TERRACE VIEW AVENUE,BRONX,NY,10463.0,1022150080.0,30900.0,208.0,10.0,MN01,Marble Hill-Inwood,NORMA VEGA,Principal,718-220-1889,718-220-8758,10.0,10.0,HS12,,,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",ACheng3@schools.nyc.gov,ACES,True,POINT (-8227922.568700001 4994271.8838),6.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EfOPUnvUcxZNsuI2tSwaWjMBh_5o1wdi-s4tzKtY8El3Fg,Complete (Current)
84X398,X398,Bronx Community Charter School,40.872455,-73.875451,84X398,321000860914.0,Charter,General Academic,K-8,"01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",Jul 1 2008,Open,XAUT,3170 WEBSTER AVENUE,BRONX,NY,10467.0,0.0,42500.0,207.0,11.0,BX43,Norwood,Sasha Wilson/Albania Ruiz,Executive Director,718-584-1400,718-584-2800,10.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8223777.587400001 4993546.968900003),,,,No Match
09X403,X403,Bronx International High School,40.827455,-73.90392,09X403,320900011403.0,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",Jul 1 2001,Open,X400,1110 BOSTON ROAD,BRONX,NY,10456.0,2026340001.0,13500.0,203.0,16.0,BX35,Morrisania-Melrose,JOAQUIN VEGA VARGAS,Principal,718-620-1053,718-620-1056,9.0,9.0,HS12,,,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",ACheng3@schools.nyc.gov,ACES,True,POINT (-8226946.742000001 4986924.531800002),6.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EZ25paNmN49MhSrjFB2WJhoBa_409CP5L4OrWy6BZj_nYw,Complete (Current)
08X405,X405,Herbert H. Lehman High School,40.839775,-73.839583,08X405,320800011405.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 1972,Open,X405,3000 East Tremont Avenue,Bronx,NY,10461.0,2053680001.0,19400.0,210.0,13.0,BX52,Schuylerville-Throgs Neck-Edgewater Park,Denise Williams,Principal,718-904-4200,718-904-4235,11.0,8.0,HS02,,,HS02,HS Network 02 Superintendent Office,"DEANS, MARCEL",MDeans@schools.nyc.gov,XFSC,True,POINT (-8219784.7798999995 4988737.160899997),9.0,Fully Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/EZ75nWLFlatAjjwiTSkjRWEBWqJS78C26qWJH7sAWVYEKw,Complete (Current)
84X407,X407,Bronx Charter School for Children,40.81264,-73.919913,84X407,320700860852.0,Charter,General Academic,Elementary,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05",Sep 6 2004,Open,XAFR,388 WILLIS AVENUE,BRONX,NY,10454.0,2022880007.0,4100.0,201.0,8.0,BX39,Mott Haven-Port Morris,Denise Alexander,Principal,718-402-3300,718-402-3258,7.0,84.0,,OFFICE OF CHARTER SCHOOLS,,,,,,,True,POINT (-8228727.0746 4984745.261799999),,,,No Match
09X412,X412,Bronx High School of Business,40.839307,-73.911366,09X412,320900011412.0,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2001,Open,X410,240 EAST 172 STREET,BRONX,NY,10457.0,2028170002.0,22500.0,204.0,16.0,BX14,East Concourse-Concourse Village,Alice Bajana Vega,Principal,718-410-4060,718-992-5760,9.0,9.0,HS09,,,HS09,HS Network 09 Superintendent Office,Carl Manalo,CManalo@schools.nyc.gov,XFSC,True,POINT (-8227775.627 4988668.2984),6.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/Eb_abUxEHtFMstxD5gSqFccBER-dwJOvdp55UJ6Nc3RDdA,Complete (Current)
09X413,X413,Bronx High School for Medical Science,40.839307,-73.911366,09X413,320900011413.0,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2001,Open,X410,240 EAST 172 STREET,BRONX,NY,10457.0,2028170002.0,22500.0,204.0,16.0,BX14,East Concourse-Concourse Village,SARAH LENIHAN,Principal,718-410-4040,718-992-4129,9.0,9.0,HS09,,,HS09,HS Network 09 Superintendent Office,Carl Manalo,CManalo@schools.nyc.gov,XFSC,True,POINT (-8227775.627 4988668.2984),6.0,Partially Accessible,https://nycdoe.sharepoint.com/:w:/s/BAP/Eb_abUxEHtFMstxD5gSqFccBER-dwJOvdp55UJ6Nc3RDdA,Complete (Current)
