Geographical District Code,Borough,Building Code,Location Code,School DBN,Unnamed: 5,School Name,Grades Served,Pre-K,Address,Accessibility Description,BAP Rating
23,Brooklyn,K041,K041,23K041,,P.S. 041 Francis White,K-8,,411 Thatford Avenue,Partially Accessible,2 out of 10
23,Brooklyn,K041,K522,23K522,,Mott Hall IV,Junior High-Intermediate-Middle,,411 Thatford Avenue,Partially Accessible,2 out of 10
23,Brooklyn,K055,K493,23K493,,Brooklyn Collegiate: A College Board School,High school,,2021 Bergen Street,Partially Accessible,8 out of 10
23,Brooklyn,K055,K626,84K626,,Achievement First Brownsville Charter School,K-12 all grades,,2021 Bergen Street,Partially Accessible,8 out of 10
23,Brooklyn,K175,K514,23K514,,Frederick Douglass Academy VII High School,High school,,226 Bristol Street,Partially Accessible,5 out of 10
23,Brooklyn,K175,K697,23K697,,Teachers Preparatory High School,High school,,226 Bristol Street,Partially Accessible,5 out of 10
23,Brooklyn,K263,K323,23K323,,P.S./I.S. 323,K-8,Yes,210 Chester Street,Partially Accessible,1 out of 10
23,Brooklyn,K263,K327,23K327,,P.S. 327 Dr. Rose B. English,Elementary,Yes,210 Chester Street,Partially Accessible,1 out of 10
23,Brooklyn,K263,K396,75K396,,Sid Miller Academy,K-8,,210 Chester Street,Partially Accessible,1 out of 10
23,Brooklyn,K263,K671,23K671,,Mott Hall Bridges Academy,Junior High-Intermediate-Middle,,210 Chester Street,Partially Accessible,1 out of 10
23,Brooklyn,K275,K518,23K518,,Kappa V (Knowledge and Power Preparatory Academy),Junior High-Intermediate-Middle,,985 Rockaway Avenue,Fully Accessible,9 out of 10
23,Brooklyn,K275,K643,23K643,,Brooklyn Democracy Academy,High school,,985 Rockaway Avenue,Fully Accessible,9 out of 10
23,Brooklyn,K275,K647,23K647,,Metropolitan Diploma Plus High School,High school,,985 Rockaway Avenue,Fully Accessible,9 out of 10
23,Brooklyn,K275,K711,84K711,,Leadership Preparatory Brownsville Charter School,K-8,,985 Rockaway Avenue,Fully Accessible,9 out of 10
23,Brooklyn,K298,K298,23K298,,P.S. 298 Dr. Betty Shabazz,Elementary,Yes,85 Watkins Street,Partially Accessible,1 out of 10
23,Brooklyn,K298,K363,23K363,,Brownsville Collaborative Middle School,Junior High-Intermediate-Middle,,85 Watkins Street,Partially Accessible,1 out of 10
23,Brooklyn,K327,K327,23K327,,P.S. 327 Dr. Rose B. English,Elementary,Yes,111 Bristol Street,Partially Accessible,1 out of 10
23,Brooklyn,K327,K396,75K396,,Sid Miller Academy,K-8,,111 Bristol Street,Partially Accessible,1 out of 10
23,Brooklyn,K332,K401,23K401,,Christopher Avenue Community School,Elementary,Yes,51 Christopher Avenue,Partially Accessible,6 out of 10
23,Brooklyn,K332,K775,84K775,,Leadership Preparatory Ocean Hill Charter School,K-12 all grades,,51 Christopher Avenue,Partially Accessible,6 out of 10
23,Brooklyn,K356,K156,23K156,,P.S. 156 Waverly,Elementary,Yes,104 Sutter Avenue,Fully Accessible,10 out of 10
23,Brooklyn,K356,K392,23K392,,I.S. 392,Junior High-Intermediate-Middle,,104 Sutter Avenue,Fully Accessible,10 out of 10
23,Brooklyn,K396,K327,23K327,,P.S. 327 Dr. Rose B. English,Elementary,Yes,110 Chester Street,Partially Accessible,7 out of 10
23,Brooklyn,K396,K396,75K396,,Sid Miller Academy,K-8,,110 Chester Street,Partially Accessible,7 out of 10
32,Brooklyn,K145,K145,32K145,,P.S. 145 Andrew Jackson,Elementary,Yes,100 Noll Street,Fully Accessible,9 out of 10
32,Brooklyn,K162,K162,32K162,,J.H.S. 162 The Willoughby,Junior High-Intermediate-Middle,,1390 Willoughby Avenue,Partially Accessible,8 out of 10
32,Brooklyn,K291,K291,32K291,,J.H.S. 291 Roland Hayes,Junior High-Intermediate-Middle,,231 Palmetto Street,Partially Accessible,3 out of 10
32,Brooklyn,K291,K564,32K564,,Bushwick Community High School,High school,,231 Palmetto Street,Partially Accessible,3 out of 10
32,Brooklyn,K291,K733,84K733,,"Math, Engineering, and Science Academy Charter High School",High school,,231 Palmetto Street,Partially Accessible,3 out of 10
32,Brooklyn,K377,K377,32K377,,P.S. 377 Alejandrina B. De Gautier,Elementary,Yes,200 Woodbine Street,Partially Accessible,1 out of 10
32,Brooklyn,K377,K784,84K784,,Achievement First North Brooklyn Preparatory Charter School,K-8,,200 Woodbine Street,Partially Accessible,1 out of 10
32,Brooklyn,K383,K383,32K383,,J.H.S. 383 Philippa Schuyler,Junior High-Intermediate-Middle,,1300 Greene Avenue,Partially Accessible,7 out of 10
32,Brooklyn,K383,K538,84K538,,Achievement First Bushwick Charter School,K-8,,1300 Greene Avenue,Partially Accessible,7 out of 10
32,Brooklyn,K384,K053,75K053,,P.S. K053,K-12 all grades,,242 Cooper Street,Partially Accessible,1 out of 10
32,Brooklyn,K384,K384,32K384,,P.S. /I.S. 384 Frances E. Carter,K-8,Yes,242 Cooper Street,Partially Accessible,1 out of 10
32,Brooklyn,K480,K168,32K168,,The Brooklyn School for Math and Research,High school,,400 Irving Avenue,Partially Accessible,3 out of 10
32,Brooklyn,K480,K403,32K403,,Academy for Excellence in Leadership,High school,,400 Irving Avenue,Partially Accessible,3 out of 10
32,Brooklyn,K480,K549,32K549,,The Brooklyn School for Social Justice,High school,,400 Irving Avenue,Partially Accessible,3 out of 10
32,Brooklyn,K480,K552,32K552,,The Academy of Urban Planning and Engineering,High school,,400 Irving Avenue,Partially Accessible,3 out of 10
32,Brooklyn,K554,K554,32K554,,All City Leadership Secondary School,Secondary School,,321 Palmetto Street,Fully Accessible,10 out of 10
32,Brooklyn,K913,K545,32K545,,EBC High School for Public Service - Bushwick,High school,,1155 Dekalb Avenue,Partially Accessible,8 out of 10
1,Manhattan,M015,M015,01M015,,P.S. 015 Roberto Clemente,Elementary,Yes,333 East  4 Street,Partially Accessible,4 out of 10
1,Manhattan,M015,M094,75M094,,P.S. M094,K-12 all grades,,333 East  4 Street,Partially Accessible,4 out of 10
1,Manhattan,M020,M020,01M020,,P.S. 020 Anna Silver,Elementary,Yes,166 Essex Street,Partially Accessible,4 out of 10
1,Manhattan,M025,M378,01M378,,School for Global Leaders,Junior High-Intermediate-Middle,,145 Stanton Street,Fully Accessible,9 out of 10
1,Manhattan,M025,M515,01M515,,Lower East Side Preparatory High School,High school,,145 Stanton Street,Fully Accessible,9 out of 10
1,Manhattan,M034,M034,01M034,,P.S. 034 Franklin D. Roosevelt,K-8,Yes,730 East  12 Street,Partially Accessible,1 out of 10
1,Manhattan,M056,M080,84M080,,Manhattan Charter School II,Elementary,,220 Henry Street,Partially Accessible,4 out of 10
1,Manhattan,M056,M292,01M292,,Orchard Collegiate Academy,High school,,220 Henry Street,Partially Accessible,4 out of 10
1,Manhattan,M056,M332,01M332,,University Neighborhood Middle School,Junior High-Intermediate-Middle,,220 Henry Street,Partially Accessible,4 out of 10
1,Manhattan,M060,M330,84M330,,Girls Preparatory Charter School of New York,K-8,Yes,420 East 12 Street,Partially Accessible,1 out of 10
1,Manhattan,M060,M450,01M450,,East Side Community School,Secondary School,,420 East 12 Street,Partially Accessible,1 out of 10
1,Manhattan,M097,M696,01M696,,Bard High School Early College,High school,,525 East Houston Street,Fully Accessible,9 out of 10
1,Manhattan,M134,M134,01M134,,P.S. 134 Henrietta Szold,Elementary,Yes,293 East Broadway,Fully Accessible,9 out of 10
1,Manhattan,M137,M184,01M184,,P.S. 184m Shuang Wen,K-8,Yes,327 Cherry Street,Fully Accessible,9 out of 10
1,Manhattan,M142,M142,01M142,,P.S. 142 Amalia Castro,Elementary,Yes,100 Attorney Street,Partially Accessible,6 out of 10
1,Manhattan,M142,M320,84M320,,Manhattan Charter School,Elementary,,100 Attorney Street,Partially Accessible,6 out of 10
1,Manhattan,M188,M094,75M094,,P.S. M094,K-12 all grades,,442 East Houston Street,Fully Accessible,9 out of 10
1,Manhattan,M188,M188,01M188,,P.S. 188 The Island School,K-8,Yes,442 East Houston Street,Fully Accessible,9 out of 10
1,Manhattan,M188,M330,84M330,,Girls Preparatory Charter School of New York,K-8,Yes,442 East Houston Street,Fully Accessible,9 out of 10
1,Manhattan,M446,M448,01M448,,University Neighborhood High School,High school,,200 Monroe Street,Partially Accessible,3 out of 10
1,Manhattan,M510,M458,01M458,,Forsyth Satellite Academy,High school,,198 Forsyth Street,Partially Accessible,4 out of 10
1,Manhattan,M510,M650,01M650,,Cascades High School,High school,,198 Forsyth Street,Partially Accessible,4 out of 10
2,Manhattan,M002,M002,02M002,,P.S. 002 Meyer London,Elementary,Yes,122 Henry Street,Partially Accessible,1 out of 10
2,Manhattan,M033,M033,02M033,,P.S. 033 Chelsea Prep,Elementary,Yes,281 9 Avenue,Fully Accessible,9 out of 10
2,Manhattan,M033,M138,75M138,,P.S. 138,K-12 all grades,Yes,281 9 Avenue,Fully Accessible,9 out of 10
2,Manhattan,M047,M047,02M047,,47 The American Sign Language and English Secondary School,High school,,223 East 23 Street,Partially Accessible,8 out of 10
2,Manhattan,M047,M347,02M347,,The 47 American Sign Language & English Lower School,K-8,Yes,223 East 23 Street,Partially Accessible,8 out of 10
2,Manhattan,M047,M721,75M721,,P.S. M721 - Manhattan Occupational Training Center,Secondary School,,223 East 23 Street,Partially Accessible,8 out of 10
2,Manhattan,M066,M151,02M151,,Yorkville Community School,Elementary,Yes,421 East  88 Street,Partially Accessible,3 out of 10
2,Manhattan,M070,M312,02M312,,New York City Lab Middle School for Collaborative Studies,Junior High-Intermediate-Middle,,333 West  17 Street,Fully Accessible,9 out of 10
2,Manhattan,M070,M412,02M412,,N.Y.C. Lab School for Collaborative Studies,High school,,333 West  17 Street,Fully Accessible,9 out of 10
2,Manhattan,M070,M414,02M414,,N.Y.C. Museum School,High school,,333 West  17 Street,Fully Accessible,9 out of 10
2,Manhattan,M089,M089,02M089,,P.S. 89,Elementary,Yes,201 Warren Street,Fully Accessible,10 out of 10
2,Manhattan,M089,M289,02M289,,I.S. 289,Junior High-Intermediate-Middle,,201 Warren Street,Fully Accessible,10 out of 10
2,Manhattan,M114,M114,02M114,,East Side Middle School,Junior High-Intermediate-Middle,,331 East 91St Street,Fully Accessible,10 out of 10
2,Manhattan,M114,M138,75M138,,P.S. 138,K-12 all grades,Yes,331 East 91St Street,Fully Accessible,10 out of 10
2,Manhattan,M116,M116,02M116,,P.S. 116 Mary Lindley Murray,Elementary,Yes,210 East  33 Street,Partially Accessible,1 out of 10
2,Manhattan,M124,M124,02M124,,P.S. 124 Yung Wing,Elementary,Yes,40 Division Street,Partially Accessible,3 out of 10
2,Manhattan,M130,M130,02M130,,P.S. 130 Hernando De Soto,Elementary,Yes,143 Baxter Street,Fully Accessible,9 out of 10
2,Manhattan,M131,M131,02M131,,M.S. 131,Junior High-Intermediate-Middle,,100 Hester Street,Fully Accessible,9 out of 10
2,Manhattan,M131,M298,02M298,,Pace High School,High school,,100 Hester Street,Fully Accessible,9 out of 10
2,Manhattan,M131,M394,02M394,,Emma Lazarus High School,High school,,100 Hester Street,Fully Accessible,9 out of 10
2,Manhattan,M158,M158,02M158,,P.S. 158 Bayard Taylor,Elementary,Yes,1458 York Avenue,Partially Accessible,8 out of 10
2,Manhattan,M158,M177,02M177,,Yorkville East Middle School,Junior High-Intermediate-Middle,,1458 York Avenue,Partially Accessible,8 out of 10
2,Manhattan,M169,M169,75M169,,P.S. M169 - Robert F. Kennedy,K-12 all grades,,110 East  88 Street,Partially Accessible,1 out of 10
2,Manhattan,M183,M183,02M183,,P.S. 183 Robert L. Stevenson,Elementary,Yes,419 East  66 Street,Partially Accessible,4 out of 10
2,Manhattan,M234,M234,02M234,,P.S. 234 Independence School,Elementary,,292 Greenwich Street,Partially Accessible,4 out of 10
2,Manhattan,M267,M267,02M267,,"East Side Elementary School, PS 267",Elementary,,213 East 63Rd Street,Fully Accessible,9 out of 10
2,Manhattan,M271,M217,02M217,,P.S./I.S. 217 Roosevelt Island,K-8,Yes,645 Main Street,Fully Accessible,10 out of 10
2,Manhattan,M276,M094,75M094,,P.S. M094,K-12 all grades,,55 Battery Place,Fully Accessible,10 out of 10
2,Manhattan,M276,M276,02M276,,Battery Park City School,K-8,Yes,55 Battery Place,Fully Accessible,10 out of 10
2,Manhattan,M281,M094,75M094,,P.S. M094,K-12 all grades,,425 East 35 Street,Fully Accessible,10 out of 10
2,Manhattan,M281,M281,02M281,,The River School,Elementary,Yes,425 East 35 Street,Fully Accessible,10 out of 10
2,Manhattan,M282,M316,02M316,,"Urban Assembly School of Business for Young Women, the",High school,,26 Broadway,Fully Accessible,9 out of 10
2,Manhattan,M282,M580,02M580,,Richard R. Green High School of Teaching,High school,,26 Broadway,Fully Accessible,9 out of 10
2,Manhattan,M282,M896,02M896,,Lower Manhattan Community Middle School,Junior High-Intermediate-Middle,,26 Broadway,Fully Accessible,9 out of 10
2,Manhattan,M323,M297,02M297,,M.S. 297,Junior High-Intermediate-Middle,,75 Morton Street,Fully Accessible,10 out of 10
2,Manhattan,M323,M751,75M751,,Manhattan School for Career Development,High school,,75 Morton Street,Fully Accessible,10 out of 10
2,Manhattan,M338,M051,02M051,,P.S. 051 Elias Howe,Elementary,Yes,525 West 44Th Street,Fully Accessible,10 out of 10
2,Manhattan,M338,M094,75M094,,P.S. M094,K-12 all grades,,525 West 44Th Street,Fully Accessible,10 out of 10
2,Manhattan,M340,M094,75M094,,P.S. M094,K-12 all grades,,590 Sixth Avenue,Fully Accessible,10 out of 10
2,Manhattan,M340,M340,02M340,,Sixth Avenue Elementary School,Elementary,Yes,590 Sixth Avenue,Fully Accessible,10 out of 10
2,Manhattan,M343,M343,02M343,,The Peck Slip School,Elementary,Yes,1 Peck Slip,Fully Accessible,10 out of 10
2,Manhattan,M440,M313,02M313,,"James Baldwin School, The: A School for Expeditionary Learning",High school,,351 West  18 Street,Partially Accessible,7 out of 10
2,Manhattan,M440,M392,02M392,,Manhattan Business Academy,High school,,351 West  18 Street,Partially Accessible,7 out of 10
2,Manhattan,M440,M419,02M419,,Landmark High School,High school,,351 West  18 Street,Partially Accessible,7 out of 10
2,Manhattan,M440,M422,02M422,,Quest to Learn,Secondary School,,351 West  18 Street,Partially Accessible,7 out of 10
2,Manhattan,M440,M437,02M437,,Hudson High School of Learning Technologies,High school,,351 West  18 Street,Partially Accessible,7 out of 10
2,Manhattan,M440,M605,02M605,,Humanities Preparatory Academy,High school,,351 West  18 Street,Partially Accessible,7 out of 10
2,Manhattan,M440,M751,75M751,,Manhattan School for Career Development,High school,,351 West  18 Street,Partially Accessible,7 out of 10
2,Manhattan,M451,M550,02M550,,Liberty High School Academy for Newcomers,High school,,250 West  18 Street,Fully Accessible,9 out of 10
2,Manhattan,M460,M174,84M174,,Success Academy Charter School - Union Square,K-8,,40 Irving Place,Partially Accessible,3 out of 10
2,Manhattan,M460,M374,02M374,,Gramercy Arts High School,High school,,40 Irving Place,Partially Accessible,3 out of 10
2,Manhattan,M460,M399,02M399,,The High School For Language And Diplomacy ,High school,,40 Irving Place,Partially Accessible,3 out of 10
2,Manhattan,M460,M438,02M438,,International High School at Union Square,High school,,40 Irving Place,Partially Accessible,3 out of 10
2,Manhattan,M460,M533,02M533,,Union Square Academy for Health Sciences,High school,,40 Irving Place,Partially Accessible,3 out of 10
2,Manhattan,M460,M546,02M546,,Academy for Software Engineering,High school,,40 Irving Place,Partially Accessible,3 out of 10
2,Manhattan,M464,M150,02M150,,P.S. 150,Elementary,Yes,28-42 Trinity Place - Manhattan,Fully Accessible,10 out of 10
2,Manhattan,M477,M226,75M226,,P.S. M226,K-12 all grades,Yes,345 Chambers Street,Fully Accessible,10 out of 10
2,Manhattan,M477,M475,02M475,,Stuyvesant High School,High school,,345 Chambers Street,Fully Accessible,10 out of 10
2,Manhattan,M480,M225,02M225,,Ella Baker School,K-8,Yes,317 East  67 Street,Partially Accessible,4 out of 10
2,Manhattan,M480,M226,75M226,,P.S. M226,K-12 all grades,Yes,317 East  67 Street,Partially Accessible,4 out of 10
2,Manhattan,M480,M449,02M449,,Vanguard High School,High school,,317 East  67 Street,Partially Accessible,4 out of 10
2,Manhattan,M480,M459,02M459,,Manhattan International High School,High school,,317 East  67 Street,Partially Accessible,4 out of 10
2,Manhattan,M480,M519,02M519,,Talent Unlimited High School,High school,,317 East  67 Street,Partially Accessible,4 out of 10
2,Manhattan,M480,M565,02M565,,Urban Academy Laboratory High School,High school,,317 East  67 Street,Partially Accessible,4 out of 10
2,Manhattan,M486,M529,02M529,,Jacqueline Kennedy Onassis High School,High school,,120 West  46 Street,Partially Accessible,1 out of 10
2,Manhattan,M488,M059,02M059,,P.S. 059 Beekman Hill International,Elementary,Yes,231-249 East 56 Street,Fully Accessible,10 out of 10
2,Manhattan,M488,M169,75M169,,P.S. M169 - Robert F. Kennedy,K-12 all grades,,231-249 East 56 Street,Fully Accessible,10 out of 10
2,Manhattan,M488,M630,02M630,,Art and Design High School,High school,,231-249 East 56 Street,Fully Accessible,10 out of 10
2,Manhattan,M520,M135,02M135,,The Urban Assembly School for Emergency Management,High school,,411 Pearl Street,Fully Accessible,9 out of 10
2,Manhattan,M520,M280,02M280,,Manhattan Early College School for Advertising,High school,,411 Pearl Street,Fully Accessible,9 out of 10
2,Manhattan,M520,M282,02M282,,Urban Assembly Maker Academy,High school,,411 Pearl Street,Fully Accessible,9 out of 10
2,Manhattan,M520,M520,02M520,,Murry Bergtraum High School for Business Careers,High school,,411 Pearl Street,Fully Accessible,9 out of 10
2,Manhattan,M535,M138,75M138,,P.S. 138,K-12 all grades,Yes,525 West  50Th Street,Partially Accessible,1 out of 10
2,Manhattan,M535,M288,02M288,,Food and Finance High School,High school,,525 West  50Th Street,Partially Accessible,1 out of 10
2,Manhattan,M535,M296,02M296,,High School of Hospitality Management,High school,,525 West  50Th Street,Partially Accessible,1 out of 10
2,Manhattan,M535,M300,02M300,,"Urban Assembly School of Design and Construction, The",High school,,525 West  50Th Street,Partially Accessible,1 out of 10
2,Manhattan,M535,M303,02M303,,"Facing History School, The",High school,,525 West  50Th Street,Partially Accessible,1 out of 10
2,Manhattan,M535,M542,02M542,,Manhattan Bridges High School,High school,,525 West  50Th Street,Partially Accessible,1 out of 10
2,Manhattan,M600,M600,02M600,,The High School of Fashion Industries,High school,,225 West  24 Street,Fully Accessible,9 out of 10
2,Manhattan,M600,M751,75M751,,Manhattan School for Career Development,High school,,225 West  24 Street,Fully Accessible,9 out of 10
2,Manhattan,M620,M351,84M351,,Success Academy Charter School - Harlem 1,K-12 all grades,,111 East  33Rd Street,Partially Accessible,3 out of 10
2,Manhattan,M620,M427,02M427,,Manhattan Academy For Arts & Language,High school,,111 East  33Rd Street,Partially Accessible,3 out of 10
2,Manhattan,M620,M432,02M432,,Murray Hill Academy,High school,,111 East  33Rd Street,Partially Accessible,3 out of 10
2,Manhattan,M620,M500,02M500,,Unity Center for Urban Technologies,High school,,111 East  33Rd Street,Partially Accessible,3 out of 10
2,Manhattan,M625,M139,02M139,,Stephen T. Mather Building Arts & Craftsmanship High School,High school,,439 West 49Th Street,Partially Accessible,8 out of 10
2,Manhattan,M625,M170,84M170,,Success Academy Charter School - Hell's Kitchen,Elementary,,439 West 49Th Street,Partially Accessible,8 out of 10
2,Manhattan,M625,M393,02M393,,Business Of Sports School ,High school,,439 West 49Th Street,Partially Accessible,8 out of 10
2,Manhattan,M625,M507,02M507,,Urban Assembly Gateway School for Technology,High school,,439 West 49Th Street,Partially Accessible,8 out of 10
2,Manhattan,M625,M523,84M523,,Success Academy Charter School - Upper West,K-8,,439 West 49Th Street,Partially Accessible,8 out of 10
2,Manhattan,M641,M501,75M501,,Home Instruction,K-12 all grades,Yes,16 Clarkson Street,Partially Accessible,8 out of 10
2,Manhattan,M641,M560,02M560,,High School M560 - City As School,High school,,16 Clarkson Street,Partially Accessible,8 out of 10
2,Manhattan,M641,M721,75M721,,P.S. M721 - Manhattan Occupational Training Center,Secondary School,,16 Clarkson Street,Partially Accessible,8 out of 10
2,Manhattan,M660,M226,75M226,,P.S. M226,K-12 all grades,Yes,127 East  22 Street,Partially Accessible,6 out of 10
2,Manhattan,M660,M413,02M413,,School of the Future High School,Secondary School,,127 East  22 Street,Partially Accessible,6 out of 10
2,Manhattan,M661,M575,02M575,,Manhattan Comprehensive Night and Day High School,High school,,240 2 Avenue,Partially Accessible,1 out of 10
2,Manhattan,M807,M586,02M586,,Harvey Milk High School,High school,,2-10 Astor Place,Fully Accessible,9 out of 10
2,Manhattan,M807,M751,75M751,,Manhattan School for Career Development,High school,,2-10 Astor Place,Fully Accessible,9 out of 10
2,Manhattan,M824,M226,75M226,,P.S. M226,K-12 all grades,Yes,75 Broad Street,Fully Accessible,9 out of 10
2,Manhattan,M824,M418,02M418,,Millennium High School,High school,,75 Broad Street,Fully Accessible,9 out of 10
2,Manhattan,M833,M489,02M489,,High School of Economics and Finance,High school,,100 Trinity Place,Partially Accessible,1 out of 10
2,Manhattan,M834,M400,02M400,,High School for Environmental Studies,High school,,444 West 56 Street,Partially Accessible,8 out of 10
2,Manhattan,M834,M544,02M544,,Independence High School,High school,,444 West 56 Street,Partially Accessible,8 out of 10
2,Manhattan,M855,M416,02M416,,Eleanor Roosevelt High School,High school,,411 East 76 Street,Partially Accessible,8 out of 10
2,Manhattan,M868,M094,75M094,,P.S. M094,K-12 all grades,,10 East 15Th Street,Fully Accessible,9 out of 10
2,Manhattan,M868,M260,02M260,,The Clinton School,Secondary School,,10 East 15Th Street,Fully Accessible,9 out of 10
2,Manhattan,M874,M411,02M411,,Baruch College Campus High School,High school,,55 East  25 Street,Fully Accessible,9 out of 10
2,Manhattan,M877,M551,02M551,,Urban Assembly New York Harbor School,High school,,"10 South Street, Slip 7",Fully Accessible,10 out of 10
2,Manhattan,M894,M425,02M425,,Leadership and Public Service High School,High school,,90 Trinity Place,Fully Accessible,9 out of 10
2,Manhattan,M896,M531,02M531,,Repertory Company High School for Theatre Arts,High school,,123 West  43 Street,Partially Accessible,6 out of 10
2,Manhattan,M912,M035,75M035,,P.S. 035,K-12 all grades,,522 West 44Th Street,Fully Accessible,10 out of 10
2,Manhattan,M912,M479,03M479,,Beacon High School,High school,,522 West 44Th Street,Fully Accessible,10 out of 10
2,Manhattan,M920,M570,02M570,,Satellite Academy High School,High school,,120 West  30 Street,Partially Accessible,8 out of 10
2,Manhattan,M971,M094,75M094,,P.S. M094,K-12 all grades,,12 Spruce Street,Fully Accessible,10 out of 10
2,Manhattan,M971,M397,02M397,,Spruce Street School,K-8,Yes,12 Spruce Street,Fully Accessible,10 out of 10
3,Manhattan,M009,M009,03M009,,P.S. 009 Sarah Anderson,Elementary,Yes,100 West  84 Street,Partially Accessible,1 out of 10
3,Manhattan,M009,M243,03M243,,M.S. 243 Center School,Junior High-Intermediate-Middle,,100 West  84 Street,Partially Accessible,1 out of 10
3,Manhattan,M044,M245,03M245,,M.S. M245 The Computer School,Junior High-Intermediate-Middle,,100 West  77 Street,Partially Accessible,5 out of 10
3,Manhattan,M044,M247,03M247,,M.S. M247 Dual Language Middle School,Junior High-Intermediate-Middle,,100 West  77 Street,Partially Accessible,5 out of 10
3,Manhattan,M044,M334,03M334,,The Anderson School,K-8,,100 West  77 Street,Partially Accessible,5 out of 10
3,Manhattan,M075,M075,03M075,,P.S. 075 Emily Dickinson,Elementary,,735 West End Avenue,Partially Accessible,4 out of 10
3,Manhattan,M075,M250,03M250,,M.S. 250 West Side Collaborative Middle School,Junior High-Intermediate-Middle,,735 West End Avenue,Partially Accessible,4 out of 10
3,Manhattan,M084,M084,03M084,,P.S. 084 Lillian Weber,Elementary,Yes,32 West  92 Street,Partially Accessible,4 out of 10
3,Manhattan,M088,M351,84M351,,Success Academy Charter School - Harlem 1,K-12 all grades,,215 West 114 Street,Fully Accessible,9 out of 10
3,Manhattan,M088,M415,03M415,,Wadleigh Secondary School for the Performing & Visual Arts,Secondary School,,215 West 114 Street,Fully Accessible,9 out of 10
3,Manhattan,M088,M860,03M860,,Frederick Douglass Academy II Secondary School,Secondary School,,215 West 114 Street,Fully Accessible,9 out of 10
3,Manhattan,M113,M241,03M241,,STEM Institute of Manhattan,Elementary,Yes,240 West 113 Street,Partially Accessible,7 out of 10
3,Manhattan,M113,M279,84M279,,Opportunity Charter School,Secondary School,,240 West 113 Street,Partially Accessible,7 out of 10
3,Manhattan,M113,M386,84M386,,Success Academy Charter School - Harlem 4,Elementary,,240 West 113 Street,Partially Accessible,7 out of 10
3,Manhattan,M118,M256,03M256,,Lafayette Academy,Junior High-Intermediate-Middle,,154 West  93 Street,Fully Accessible,9 out of 10
3,Manhattan,M118,M258,03M258,,Community Action School - MS 258,Junior High-Intermediate-Middle,,154 West  93 Street,Fully Accessible,9 out of 10
3,Manhattan,M118,M333,03M333,,P.S. 333 Manhattan School for Children,K-8,,154 West  93 Street,Fully Accessible,9 out of 10
3,Manhattan,M144,M242,03M242,,P.S. 242 - The Young Diplomats Magnet Academy,Elementary,Yes,134 West 122 Street,Partially Accessible,1 out of 10
3,Manhattan,M144,M861,84M861,,Future Leaders Institute Charter School,K-8,,134 West 122 Street,Partially Accessible,1 out of 10
3,Manhattan,M145,M145,03M145,,"P.S. 145, The Bloomingdale School",Elementary,Yes,150 West 105 Street,Partially Accessible,1 out of 10
3,Manhattan,M145,M421,03M421,,West Prep Academy,Junior High-Intermediate-Middle,,150 West 105 Street,Partially Accessible,1 out of 10
3,Manhattan,M149,M149,03M149,,P.S. 149 Sojourner Truth,K-8,Yes,34 West 118 Street,Partially Accessible,3 out of 10
3,Manhattan,M149,M351,84M351,,Success Academy Charter School - Harlem 1,K-12 all grades,,34 West 118 Street,Partially Accessible,3 out of 10
3,Manhattan,M149,M811,75M811,,P.S. M811 - Mickey Mantle School,K-8,Yes,34 West 118 Street,Partially Accessible,3 out of 10
3,Manhattan,M163,M163,03M163,,P.S. 163 Alfred E. Smith,Elementary,Yes,163 West  97 Street,Partially Accessible,4 out of 10
3,Manhattan,M165,M165,03M165,,P.S. 165 Robert E. Simon,Elementary,Yes,234 West 109 Street,Partially Accessible,2 out of 10
3,Manhattan,M165,M862,03M862,,Mott Hall II,Junior High-Intermediate-Middle,,234 West 109 Street,Partially Accessible,2 out of 10
3,Manhattan,M166,M166,03M166,,P.S. 166 The Richard Rodgers School of The Arts and Technology,Elementary,,132 West  89 Street,Fully Accessible,9 out of 10
3,Manhattan,M180,M180,03M180,,P.S. 180 Hugo Newman,K-8,Yes,370 West 120Th Street,Partially Accessible,5 out of 10
3,Manhattan,M191,M452,03M452,,P.S. 452,Elementary,Yes,210 West  61 Street,Partially Accessible,4 out of 10
3,Manhattan,M199,M199,03M199,,P.S. 199 Jessie Isador Straus,Elementary,,270 West  70 Street,Partially Accessible,6 out of 10
3,Manhattan,M207,M149,03M149,,P.S. 149 Sojourner Truth,K-8,Yes,41 West 117 Street,Partially Accessible,3 out of 10
3,Manhattan,M342,M191,03M191,,The Riverside School for Makers and Artists,K-8,Yes,300 West 61St Street,Fully Accessible,10 out of 10
3,Manhattan,M470,M402,03M402,,The Urban Assembly School for Green Careers,High school,,145 West  84 Street,Fully Accessible,9 out of 10
3,Manhattan,M470,M403,03M403,,The Global Learning Collaborative,High school,,145 West  84 Street,Fully Accessible,9 out of 10
3,Manhattan,M470,M404,03M404,,Innovation Diploma Plus,High school,,145 West  84 Street,Fully Accessible,9 out of 10
3,Manhattan,M470,M417,03M417,,Frank McCourt High School,High school,,145 West  84 Street,Fully Accessible,9 out of 10
3,Manhattan,M470,M523,84M523,,Success Academy Charter School - Upper West,K-8,,145 West  84 Street,Fully Accessible,9 out of 10
3,Manhattan,M485,M485,03M485,,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,High school,,100 Amsterdam Avenue,Fully Accessible,9 out of 10
